Name	Set	ImageFile	Type	Stage	HP	Weakness	Resistance	RetreatCost	Rarity	Text
Dragonite (PLF)	PLF	PLF_083	Dragon	Stage 2 - Dragonair	150	Dragon x2		3	Rare Holo	[C][C][C] Deafen: 60 damage. Your opponent can't play any Item cards from his or her hand during his or her next turn. | [G][L][C][C] Healwing: 90 damage. Heal 30 damage from this Pokemon.
Kingdra (PLF)	PLF	PLF_084	Dragon	Stage 2 - Seadra	140	Dragon x2		1	Rare Holo	[C] Dragon Vortex: 20x damage. Does 20 damage times the number of [W] Energy cards and [L] Energy cards in you discard pile. Then, shuffle all of those cards back into your deck. | [W] Tri Bullet: This attack does 30 damage to 3 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Latias-EX (PLF-1)	PLF	PLF_085	Dragon	Basic (EX)	160	Dragon x2		1	Rare Holo ex	Ability: Bright Down. Prevent all effects of attacks, including damage, done to this Pokemon by your opponent's Pokemon with Abilities. | [R][P][C] Barrier Break: 70 damage. This attack's damage isn't affected by Weakness, Resistance, or any other effects on the Defending Pokemon. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Latios-EX (PLF-1)	PLF	PLF_086	Dragon	Basic (EX)	170	Dragon x2		2	Rare Holo ex	[P][C] Mach Flight: 40 damage. The Defending Pokemon can't retreat during your opponent's next turn. | [W][P][C] Luster Purge: 150 damage. Discard all Energy attached to this Pokemon. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Rattata (PLF)	PLF	PLF_087	Colorless	Basic	40	Fighting x2		1	Common	[C][C] Lunge: 30 damage. Flip a coin. If tails, this attack does nothing.
Raticate (PLF)	PLF	PLF_088	Colorless	Stage 1 - Rattata (Plasma)	70	Fighting x2		0	Rare	[C] Transfer Junk: Put a Team Plasma Pokemon, a Team Plasma Trainer card, and a Team Plasma Energy card from your discard pile into your hand. | [C][C] Bite: 30 damage.
Eevee (PLF-1)	PLF	PLF_089	Colorless	Basic	60	Fighting x2		1	Common	[C] Growl: During your opponent's next turn, any damage done by attacks from the Defending Pokemon is reduced by 20 (before applying Weakness and Resistance). | [C][C] Quick Attack: 10+ damage. Flip a coin. If heads, this attack does 10 more damage.
Eevee (PLF-2)	PLF	PLF_090	Colorless	Basic	60	Fighting x2		1	Common	[C] Signs of Evolution: Search your deck for 3 Pokemon of different types that evolve from Eevee. Reveal them and put them into your hand. Shuffle your deck afterward. | [C][C][C] Bite: 30 damage.
Hoothoot (PLF)	PLF	PLF_091	Colorless	Basic	60	Lightning x2	Fighting -20	1	Common	[C] Dual Draw: Each player draws 2 cards.
Noctowl (PLF)	PLF	PLF_092	Colorless	Stage 1 - Hoothoot	90	Lightning x2	Fighting -20	1	Uncommon	[C][C] Powerful Vision: 10x damage. Does 10 damage times the number of cards in your opponent's hand. | [C][C][C] Fly: 50 damage. Flip a coin. If tails, this attack does nothing. If heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn.
Miltank (PLF)	PLF	PLF_093	Colorless	Basic	100	Fighting x2		3	Uncommon	[C][C] Max Milk: Heal all damage from 1 of your Pokemon. Then, discard all Energy attached to this Pokemon. | [C][C] Tackle: 30 damage.
Kecleon (PLF)	PLF	PLF_094	Colorless	Basic	70	Fighting x2		1	Rare	Ability: Color Change. As long as this Pokemon is your Active Pokemon, this Pokemon is the same type as your opponent's Active Pokemon. | [C] Imittack: Choose 1 of the Defending Pokemon's attacks. If this Pokemon has the necessary Energy to use that attack, use it as this attack.
Starly (PLF)	PLF	PLF_095	Colorless	Basic	60	Lightning x2	Fighting -20	1	Common	[C] Tackle: 10 damage.
Staravia (PLF)	PLF	PLF_096	Colorless	Stage 1 - Starly	80	Lightning x2	Fighting -20	1	Uncommon	[C][C] Take Down: 30 damage. Flip a coin. If tails, this Pokemon does 10 damage to itself.
Staraptor (PLF)	PLF	PLF_097	Colorless	Stage 2 - Staravia	130	Lightning x2	Fighting -20	1	Rare	[C][C][C] Wing Attack: 60 damage. | [C][C][C][C] Strong Breeze: Your opponent shuffles the Defending Pokemon and all cards attached to it into his or her deck.
Tornadus-EX (PLF-1)	PLF	PLF_098	Colorless	Basic (EX) (Plasma)	180	Lightning x2	Fighting -20	2	Rare Holo ex	[C] Windfall: Shuffle your hand into your deck. Then, draw 6 cards. | [C][C][C][C] Jet Blast: 60+ damage. This attack does 30 more damage for each Plasma Energy attached to this Pokemon. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Float Stone (PLF)	PLF	PLF_099		Trainer - Item - Pokemon Tool					Uncommon	Attach a Pokemon Tool to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it. | The Pokemon this card is attached to has no Retreat Cost. | You may play as many Item cards as you like during your turn (before your attack).
Frozen City (PLF)	PLF	PLF_100		Trainer - Stadium (Plasma)					Uncommon	Whenever any player attaches an Energy from his or her hand to 1 of his or her Pokemon (excluding Team Plasma Pokemon) put 2 damage counters on that Pokemon. | This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.
Ghetsis (PLF-1)	PLF	PLF_101		Trainer - Supporter (Plasma)					Rare Holo	Your opponent reveals his or her hand and shuffles all Item cards found there into his or her deck. Then, draw a number of cards equal to the number of Item cards your opponent shuffled into his or her deck. | You may play only 1 Supporter card during your turn (before your attack).
Shadow Triad (PLF)	PLF	PLF_102		Trainer - Supporter (Plasma)					Uncommon	Put a Team Plasma card from your discard pile into your hand. | You may play only 1 Supporter card during your turn (before your attack).
Superior Energy Retrieval (PLF)	PLF	PLF_103		Trainer - Item					Uncommon	Discard 2 cards from your hand. (If you can't discard 2 cards, you can't play this card.) Put 4 basic Energy cards from your discard pile into your hand. (You can't choose a card you discarded with the effect of this card.) | You may play as many Item cards as you like during your turn (before your attack).
Team Plasma Badge (PLF)	PLF	PLF_104		Trainer - Item - Pokemon Tool (Plasma)					Uncommon	Attach a Pokemon Tool to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it. | The Pokemon this card is attached to is a Team Plasma Pokemon. | You may play as many Item cards as you like during your turn (before your attack).
Team Plasma Ball (PLF)	PLF	PLF_105		Trainer - Item (Plasma)					Uncommon	Search your deck for a Team Plasma Pokemon, reveal it, and put it into your hand. Shuffle your deck afterward. | You may play as many Item cards as you like during your turn (before your attack).
Plasma Energy (PLF)	PLF	PLF_106		Energy - Special (Plasma)					Uncommon	This card provides [C] Energy.
Life Dew (PLF)	PLF	PLF_107		Trainer - Item - Pokemon Tool (ACE SPEC)					Rare Holo	You can't have more than 1 ACE SPEC card in your deck. | Attach a Pokemon Tool to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it. | If the Pokemon this card is attached to is Knocked Out, your opponent takes 1 fewer Prize card. | You may play as many Item cards as you like during your turn (before your attack).
Rock Guard (PLF)	PLF	PLF_108		Trainer - Item - Pokemon Tool (ACE SPEC)					Rare Holo	You can't have more than 1 ACE SPEC card in your deck. | Attach a Pokemon Tool to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it. | If the Pokemon this card is attached to is your Active Pokemon and is damaged by an opponent's attack (even if that Pokemon is Knocked Out), put 6 damage counters on the Attacking Pokemon. | You may play as many Item cards as you like during your turn (before your attack).
Heatran-EX (PLF-2)	PLF	PLF_109	Fire	Basic (EX) (Plasma)	180	Water x2		3	Super Rare Holo	[R][C][C] Heat Boiler: 60+ damage. If this Pokemon is affected by a Special Condition, this attack does 60 more damage. | [R][R][C][C] Dynamite Press: 80+ damage. If this Pokemon has any Plasma Energy attached to it, this attack does 10 more damage for each damage counter on the Defending Pokemon. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Thundurus-EX (PLF-2)	PLF	PLF_110	Lightning	Basic (EX) (Plasma)	170	Fighting x2		1	Super Rare Holo	[L] Raiden Knuckle: 30 damage. Attach an Energy card from your discard pile to 1 of your Benched Team Plasma Pokemon. | [L][L][C][C] Thunderous Noise: 90 damage. If this Pokemon has any Plasma Energy attached to it, discard an Energy attached to the Defending Pokemon. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Deoxys-EX (PLF-2)	PLF	PLF_111	Psychic	Basic (EX) (Plasma)	170	Psychic x2		2	Super Rare Holo	Ability: Power Connect. Your Team Plasma Pokemon's attacks (excluding Deoxys-EX) do 10 more damage to the Active Pokemon (before applying Weakness and Resistance). | [P][C] Helix Force: 30+ damage. If this Pokemon has any Plasma Energy attached to it, this attack does 30 more damage for each Energy attached to the Defending Pokemon. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Latias-EX (PLF-2)	PLF	PLF_112	Dragon	Basic (EX)	160	Dragon x2		1	Super Rare Holo	Ability: Bright Down. Prevent all effects of attacks, including damage, done to this Pokemon by your opponent's Pokemon with Abilities. | [R][P][C] Barrier Break: 70 damage. This attack's damage isn't affected by Weakness, Resistance, or any other effects on the Defending Pokemon. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Latios-EX (PLF-2)	PLF	PLF_113	Dragon	Basic (EX)	170	Dragon x2		2	Super Rare Holo	[P][C] Mach Flight: 40 damage. The Defending Pokemon can't retreat during your opponent's next turn. | [W][P][C] Luster Purge: 150 damage. Discard all Energy attached to this Pokemon. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Tornadus-EX (PLF-2)	PLF	PLF_114	Colorless	Basic (EX) (Plasma)	180	Lightning x2	Fighting -20	2	Super Rare Holo	[C] Windfall: Shuffle your hand into your deck. Then, draw 6 cards. | [C][C][C][C] Jet Blast: 60+ damage. This attack does 30 more damage for each Plasma Energy attached to this Pokemon. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Ghetsis (PLF-2)	PLF	PLF_115		Trainer - Supporter (Plasma)					Super Rare Holo	Your opponent reveals his or her hand and shuffles all Item cards found there into his or her deck. Then, draw a number of cards equal to the number of Item cards your opponent shuffled into his or her deck. | You may play only 1 Supporter card during your turn (before your attack).
Professor Juniper (PLF)	PLF	PLF_116		Trainer - Supporter					Super Rare Holo	Discard your hand and draw 7 cards. | You may play only 1 Supporter card during your turn (before your attack).
Empoleon (PLF)	PLF	PLF_117	Water	Stage 2 - Prinplup	140	Lightning x2		2	Secret Rare	Ability: Diving Draw. Once during your turn, you may discard 1 card from your hand. Then, draw 2 cards. | [W] Attack Command: 10x damage. Does 10 damage times the number of Pokemon in play (both yours and your opponent's).
Sigilyph (PLF)	PLF	PLF_118	Psychic	Basic	90	Psychic x2		1	Secret Rare	Ability: Safeguard. Prevent all effects of attacks, including damage, done to this Pokemon by Pokemon-EX. | [P][C][C] Psychic: 50+ damage. Does 10 more damage for each Energy attached to the Defending Pokemon.
Garbodor (PLF)	PLF	PLF_119	Psychic	Stage 1 - Trubbish	100	Psychic x2		3	Secret Rare	Ability: Garbotoxin. If this Pokemon has a Pokemon Tool card attached to it, each Pokemon in play, in each player's hand, and in each player's discard pile has no Abilities (except for Garbotoxin). | [P][P][C] Sludge Toss: 60 damage.
Garchomp (PLF)	PLF	PLF_120	Dragon	Stage 2 - Gabite	140	Dragon x2		1	Secret Rare	[F] Mach Cut: 60 damage. | [W][F] Dragonblade: 100 damage. Discard the top 2 cards of your deck.
Max Potion (PLF)	PLF	PLF_121		Trainer - Item					Secret Rare	Heal all damage from 1 of your Pokemon. Then, discard all Energy attached to that Pokemon. | You may play as many Item cards as you like during your turn (before your attack).
Ultra Ball (PLF)	PLF	PLF_122		Trainer - Item					Secret Rare	Discard 2 cards from your hand. (If you can't discard 2 cards, you can't play this card.) Search your deck for a Pokemon, reveal it, and put it into your hand. Shuffle your deck afterward. | You may play as many Item cards as you like during your turn (before your attack).
Surskit (PLB)	PLB	PLB_001	Grass	Basic	50	Fire x2		1	Common	[G] Sweet Scent: Heal 20 damage from 1 of your Pokemon.
Masquerain (PLB)	PLB	PLB_002	Grass	Stage 1 - Surskit (Plasma)	80	Fire x2		1	Rare	Ability: Tool Reversal. As often as you like during your turn (before your attack), you may put a Pokemon Tool card attached to 1 of your Pokemon into your hand. | [C][C][C] Bug Bite: 60 damage.
Lileep (PLB)	PLB	PLB_003	Grass	Restored - Root Fossil Lileep	80	Fire x2	Water -20	2	Uncommon	Ability: Prehistoric Call. Once during your turn (before your attack), if this Pokemon is in your discard pile, you may put this Pokemon on the bottom of your deck. | [G][C] Spiral Drain: 20 damage. Heal 10 damage from this Pokemon.
Cradily (PLB)	PLB	PLB_004	Grass	Stage 1 - Lileep	120	Fire x2	Water -20	2	Rare	[G] Lifesplosion: For each Energy attached to this Pokemon, search your deck for a Stage 2 Pokemon, and put it onto your Bench. Shuffle your deck afterward. | [G][C][C] Spiral Drain: 60 damage. Heal 20 damage from this Pokemon.
Tropius (PLB)	PLB	PLB_005	Grass	Basic	100	Lightning x2	Fighting -20	1	Uncommon	[G] Return: 10 damage. Draw cards until you have 6 cards in your hand. | [G][C] Energy Press: 20+ damage. Does 20 more damage for each Energy attached to the Defending Pokemon.
Karrablast (PLB)	PLB	PLB_006	Grass	Basic	60	Fire x2		1	Common	[C][C] Peck: 20 damage.
Shelmet (PLB)	PLB	PLB_007	Grass	Basic	60	Fire x2		3	Common	[C] Yawn: The Defending Pokemon is now Asleep. | [G][C] Ram: 20 damage.
Accelgor (PLB)	PLB	PLB_008	Grass	Stage 1 - Shelmet (Plasma)	80	Fire x2		0	Rare	[C] Retribution: If an Escavalier you had in play was Knocked Out by damage from an opponent's attack during his or her last turn, put all Energy attached to the Defending Pokemon into your opponent's hand. | [G][C] Signal Beam: 30 damage. The Defending Pokemon is now Confused.
Virizion-EX (PLB-1)	PLB	PLB_009	Grass	Basic (EX)	170	Fire x2	Water -20	1	Rare Holo ex	Ability: Verdant Wind. Each of your Pokemon that has any [G] Energy attached to it can't be affected by any Special Conditions. (Remove any Special Conditions affecting those Pokemon.) | [G][C] Emerald Slash: 50 damage. You may search your deck for 2 [G] Energy cards and attach them to 1 of your Benched Pokemon. Shuffle your deck afterward. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Genesect (PLB)	PLB	PLB_010	Grass	Basic	100	Fire x2		1	Rare	[C] Call for Family: Search your deck for 2 [G] Basic Pokemon and put them onto your Bench. Shuffle your deck afterward. | [G][G][C] Jet Impact: 80+ damage. Flip a coin. If heads, this attack does 20 more damage.
Genesect-EX (PLB-1)	PLB	PLB_011	Grass	Basic (EX) (Plasma)	170	Fire x2		1	Rare Holo ex	Ability: Red Signal. Whenever you attach a Plasma Energy from your hand to this Pokemon, you may switch 1 of your opponent's Benched Pokemon with his or her Active Pokemon. | [G][G][C] Megalo Cannon: 100 damage. This attack does 20 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness or Resistance for Benched Pokemon.) | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Larvesta (PLB)	PLB	PLB_012	Fire	Basic	70	Water x2		3	Common	[R] Flare: 10 damage. | [R][C] Ember: 30 damage. Discard an Energy attached to this Pokemon.
Volcarona (PLB)	PLB	PLB_013	Fire	Stage 1 - Larvesta (Plasma)	100	Water x2		1	Rare	[C] Solar Transporter: Reveal the top 5 cards of your deck and put all Team Plasma cards you find there into your hand. Discard the other cards. | [R][R][C] Leech Life: 50 damage. Heal from this Pokemon the same amount of damage you did to the Defending Pokemon.
Squirtle (PLB)	PLB	PLB_014	Water	Basic	50	Grass x2		1	Common	[W] Bubble: Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | [W][C] Water Gun: 20 damage.
Wartortle (PLB)	PLB	PLB_015	Water	Stage 1 - Squirtle	80	Grass x2		2	Uncommon	[W] Bubble: Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | [W][C][C] Double Spin: 30x damage. Flip 2 coins. This attack does 30 damage times the number of heads.
Blastoise (PLB)	PLB	PLB_016	Water	Stage 2 - Wartortle	140	Grass x2		4	Rare Holo	Ability: Deluge. As often as you like during your turn (before your attack), you may attach a [W] Energy card from your hand to 1 of your Pokemon. | [C][C][C][C] Hydro Pump: 60+ damage. Does 10 more damage for each [W] Energy attached to this Pokemon.
Lapras (PLB)	PLB	PLB_017	Water	Basic	100	Metal x2		2	Common	[W][C] Cleanse Away: Heal 30 damage from each of your Benched Pokemon. | [W][C][C][C] Surf: 70 damage.
Remoraid (PLB)	PLB	PLB_018	Water	Basic	60	Lightning x2		1	Common	[W][W] Bubble Beam: 20 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed.
Octillery (PLB)	PLB	PLB_019	Water	Stage 1 - Remoraid (Plasma)	90	Lightning x2		1	Uncommon	[W] Sharpshooting: This attack does 30 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [W][W] Bubble Beam: 40 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed.
